canonical_drug_id,pred_ic50_mean,pred_ic50_std,pred_ic50_min,pred_ic50_max,y_true_mean,n_cell_lines,drug_name_norm,DRUG_NAME,TARGET,TARGET_PATHWAY,rank
1050,1.3755644062929704,0.7811563476144412,0.46188830361616806,3.3962682285253165,2.7736685,35,zm447439,ZM447439,"AURKA, AURKB",Mitosis,35
1910,1.4311114177616202,0.6616725185784031,0.3100394542486509,3.788817125501091,2.2806873,34,abt737,ABT737,"BCL2, BCL-XL,  BCL-W, BCL-B, BFL1",Apoptosis regulation,36
1494,1.446258862866117,0.8400599968026137,0.28135203548218757,3.847569733914608,-2.7438486,35,sn38,SN-38,TOP1,DNA replication,37
1079,1.452160267630327,0.7012284504931582,0.6076934769292541,3.766308961235987,2.5910938,35,dasatinib,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",38
1845,1.4944310439308937,0.7064964977393361,0.6191179365369793,3.994408657937953,2.5696282,35,schweinfurthina,Schweinfurthin A,,Unclassified,39
1810,1.4995816054164277,0.7396500180096857,0.3414145366440227,3.395796643432292,1.8694016,35,mitoxantrone,Mitoxantrone,TOP2,DNA replication,40
1096,1.5087560370478772,0.28810103721573904,1.15282139757315,1.8291464486123594,2.0930965,4,tozasertib,Tozasertib,"AURKA, AURKB, AURKC, others",Mitosis,41
2047,1.564396957175018,0.6805486435664813,0.5483595600017416,3.4604266794824365,1.3272738,30,ulixertinib,Ulixertinib,"ERK1, ERK2",ERK MAPK signaling,42
1736,1.5859741793375466,0.692365576759734,0.37427374983795747,3.414550834592058,2.0925324,35,selumetinib,Selumetinib,"MEK1, MEK2",ERK MAPK signaling,43
1068,1.7042181085360577,0.6970176190165074,0.8184606705387829,3.9343756331044135,0.33482036,35,obatoclaxmesylate,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",Apoptosis regulation,44
1561,1.7259765266503353,0.7129236700623551,0.7604196810054571,3.880424326294406,1.629822,35,taselisib,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,45
1835,1.7269269927703828,0.6490642214590165,0.8726892407777037,3.922491781998356,3.6618016,35,elephantin,Elephantin,,Unclassified,46
1054,1.8614944503126456,0.7319165125938619,0.9183232008537842,4.2248057615278265,3.2057865,35,palbociclib,Palbociclib,"CDK4, CDK6",Cell cycle,47
1817,1.9249990237934071,0.7597333778309077,0.9784732055086558,4.335067951687021,-4.703949,35,romidepsin,Romidepsin,"HDAC1, HDAC2, HDAC3, HDAC8",Chromatin histone acetylation,48
2096,1.9943477756227814,0.6023269721049341,1.2739953534420116,4.0290027270129105,1.2542452,33,vx11e,VX-11e,ERK2,ERK MAPK signaling,49
1873,2.0029639634415606,0.6938514777634358,1.2310683181796378,4.263966116928586,1.3170514,34,buparlisib,Buparlisib,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,50
