canonical_drug_id,pred_label_regression,drug_name,label_regression,representative_ic50_nM,target_support_count,max_phase,pred_rank
CHEMBL4072833,-6.2923502922058105,EVOBRUTINIB,-6.303439312128807,1.83,1,3.0,39
CHEMBL3622820,-6.201637556678371,ITACITINIB,-6.214608098422191,2.0,2,3.0,40
CHEMBL5095398,-6.1982621142738745,IVARMACITINIB,-6.214608098422191,2.0,2,3.0,41
CHEMBL4582651,-6.159764754144769,PRALSETINIB,-6.214608098422191,2.0,1,4.0,42
CHEMBL4594441,-6.132534980773926,IFIDANCITINIB,-6.165817934252759,2.1,1,2.0,43
CHEMBL4297507,-5.962764162766306,DELGOCITINIB,-5.952243833954701,2.6,2,3.0,44
CHEMBL288441,-5.95302825225027,BOSUTINIB,-5.991464547107982,2.5,1,4.0,45
CHEMBL1795071,-5.862254431373195,RUXOLITINIB PHOSPHATE,-5.8781358618009785,2.8,2,4.0,46
CHEMBL3707348,-5.816234111785889,ACALABRUTINIB,-5.809142990314028,3.0,1,4.0,47
CHEMBL2107823,-5.773266691910593,GANDOTINIB,-5.809142990314028,3.0,2,2.0,48
CHEMBL2103743,-5.734765818244533,TOFACITINIB CITRATE,-5.744604469176456,3.2,2,4.0,49
CHEMBL3137308,-5.57322769416006,PEFICITINIB,-5.546778725846536,3.9,2,4.0,50
CHEMBL4594275,-5.523707546685872,GUSACITINIB,-5.521460917862246,4.0,2,2.0,51
CHEMBL4071161,-5.258993148803711,TIRABRUTINIB,-5.259096653394756,5.2,1,4.0,52
CHEMBL3655081,-5.258747866279201,ABROCITINIB,-5.278514739251857,5.1,2,4.0,53
CHEMBL4435170,-5.236453344947414,DEUCRAVACITINIB,-5.298317366548036,5.0,2,4.0,54
CHEMBL5083772,-5.214328289031982,BIIB-091,-5.221356325411908,5.4,1,2.0,55
CHEMBL4116008,-5.111869711624949,CERDULATINIB,-5.115995809754082,6.0,2,2.0,56
CHEMBL475251,-5.078949451446533,R-406,-5.115995809754082,6.0,1,2.0,57
CHEMBL3301606,-5.027925503881354,SOLCITINIB,-5.0206856299497575,6.6,2,2.0,58
CHEMBL4789639,-4.831183433532715,BMS-986202,-4.853631545286591,7.8,1,1.0,59
CHEMBL5314920,-4.792404149707995,JNJ-64264681,-4.812194355422418,8.13,1,1.0,60
CHEMBL2103874,-4.6570657679909155,OCLACITINIB,-4.653310561316027,9.53,2,2.0,61
CHEMBL3301607,-4.6178448702159685,FILGOTINIB,-4.605170185988091,10.0,2,4.0,62
CHEMBL4650343,-4.580244064331055,IZENCITINIB,-4.605170185988091,10.0,1,2.0,63
CHEMBL601719,-4.5353653932872575,CRIZOTINIB,-4.509860006183766,11.0,2,4.0,64
CHEMBL3039513,-4.5218423793190405,DECERNOTINIB,-4.509860006183766,11.0,2,2.0,65
CHEMBL4297477,-4.126732249008982,BREPOCITINIB,-4.074541934925921,17.0,2,3.0,66
CHEMBL3393066,-3.6487216588697935,VS-5584,-3.649658740960655,26.0,2,1.0,67
CHEMBL3137331,-3.540165662765503,DEFACTINIB,-3.568078753968232,28.21,1,3.0,68
CHEMBL1171837,-3.439260747871901,PONATINIB,-3.4357888264317746,32.2,2,4.0,69
CHEMBL3647420,-3.4368274211883545,PYROTINIB,-3.451438598098902,31.7,1,3.0,70
CHEMBL4594348,-3.3902878761291504,ELSUBRUTINIB,-3.4112477175156566,33.0,1,2.0,71
CHEMBL43452,-3.378714555188229,POMALIDOMIDE,-3.4112477175156566,33.0,1,4.0,72
CHEMBL3989934,-3.3627102375030518,AVADOMIDE,-3.3813947543659757,34.0,1,2.0,73
CHEMBL2316207,-3.2401656226107947,FS-694,-3.270169119255751,38.0,1,0.0,74
CHEMBL1983268,-3.2291235406147805,ENTRECTINIB,-3.2188758248682006,40.0,2,4.0,75
CHEMBL2035185,-3.0794317173330406,CT-1578,-3.079113882493042,46.0,2,1.0,76
CHEMBL5817577,-2.885499176226164,SOQUELITINIB,-2.900422093749666,55.0,1,2.0,77
CHEMBL4574601,-2.699926206940099,LINPERLISIB,-2.7181005369557116,66.0,1,2.0,78
CHEMBL302449,-2.682396485617286,GO-6976,-2.700082031453033,67.2,1,0.0,79
CHEMBL4577523,-2.668929620792991,GOLIDOCITINIB,-2.659260036932778,70.0,2,2.0,80
CHEMBL1944698,-2.623141536587163,ZOTIRACICLIB,-2.617295837833746,73.0,1,2.0,81
CHEMBL4459585,-2.6185209468791357,ROPSACITINIB,-2.6036901857779675,74.0,2,2.0,82
CHEMBL5095079,-2.604242058176743,POVORCITINIB,-2.5902671654458267,75.0,2,3.0,83
CHEMBL2010872,-2.3618826881835333,CEP-11981,-2.375155785828881,93.0,1,2.0,84
CHEMBL3701238,-2.3419687763640753,FUTIBATINIB,-2.3549315733662546,94.9,1,4.0,85
CHEMBL3986824,-2.094193935394287,LANRAPLENIB,-2.120263536200091,120.0,1,2.0,86
CHEMBL3265032,-1.9294236310218509,ENTOSPLETINIB,-1.9449106487222299,143.0,2,3.0,87
CHEMBL3545311,-1.8662376403808594,BRIGATINIB,-1.870802676568508,154.0,2,4.0,88
CHEMBL31965,-1.6772435903549194,CANERTINIB,-1.6873994539038122,185.0,1,3.0,89
CHEMBL63,-1.609397292137146,ROLIPRAM,-1.6094379124341003,200.0,1,2.0,90
CHEMBL120563,-1.4985015392303467,THIRAM,-1.5005835075220182,223.0,1,2.0,91
CHEMBL848,-1.4938055488624071,LENALIDOMIDE,-1.5141277326297755,220.0,1,4.0,92
CHEMBL1822792,-1.4816639423370361,MK-2461,-1.4696759700589417,230.0,1,2.0,93
CHEMBL3685796,-1.3935804178840236,MRL-SYKi,-1.4188175528254507,242.0,1,0.0,94
CHEMBL131,-1.3787128501816799,PREDNISOLONE,-1.3823023398503531,251.0,1,4.0,95
CHEMBL4436748,-1.2438820922061016,SR-318,-1.2623083813388996,283.0,1,0.0,96
CHEMBL188343,-1.1039179375297146,REVERSINE,-1.0498221244986778,350.0,2,0.0,97
CHEMBL1738757,-1.102841854095459,REBASTINIB,-1.1086626245216111,330.0,2,2.0,98
CHEMBL575448,-1.065860629081726,BMS-754807,-1.058430499035278,347.0,2,2.0,99
CHEMBL4650338,-0.7705765962600708,EDRALBRUTINIB,-0.6831968497067772,505.0,1,2.0,100
CHEMBL5856622,-0.6728649139404297,LEPZACITINIB,-0.5978370007556204,550.0,1,2.0,101
CHEMBL4207852,-0.5430343151092529,MIZACORAT,-0.4604494164409239,631.0,1,2.0,102
CHEMBL2403108,-0.4790078401565552,CERITINIB,-0.4942963218147801,610.0,3,4.0,103
CHEMBL4085457,-0.46617379784584045,RITLECITINIB,-0.4992264879226388,607.0,2,4.0,104
CHEMBL58,-0.3846406803319329,MITOXANTRONE,0.0,1000.0,1,4.0,105
CHEMBL4596392,-0.2690373729718359,CRAVACITINIB,-0.1743533871447778,840.0,1,4.0,106
CHEMBL4088216,-0.12492636885297925,TP-030-1,0.0,1000.0,1,0.0,107
CHEMBL4648362,-0.07817558855994751,GSK789,-0.13926206733350766,870.0,1,0.0,108
CHEMBL4097778,-0.07224529746331666,TP-030n,0.0,1000.0,2,0.0,109
CHEMBL4549667,-0.05836718196147367,TP-030-2,0.0,1000.0,1,0.0,110
CHEMBL279785,0.04185735061764717,MARIMASTAT,0.0009995003330834232,1001.0,1,3.0,111
CHEMBL509032,0.4513758946406214,TAE-684,0.40879289820083897,1505.0,1,0.0,112
CHEMBL1834657,1.0647570208499306,INFIGRATINIB PHOSPHATE,1.0584844975773304,2882.0,1,4.0,113
CHEMBL1852688,1.0647570208499306,INFIGRATINIB,1.0584844975773304,2882.0,1,4.0,114
CHEMBL553,1.2475127389556484,ERLOTINIB,1.3862943611198906,4000.0,1,4.0,115
CHEMBL585,1.5762472160552676,TRIAMTERENE,1.5288784045756836,4613.0,1,4.0,116
CHEMBL490355,1.79926177702452,SULFURETIN,1.7950872593207297,6020.0,2,0.0,117
CHEMBL564201,1.9033301770687103,6-AZAURIDINE,1.9166284512739242,6798.0,1,0.0,118
CHEMBL565612,1.9139412641525269,SOTRASTAURIN,1.9878743481543455,7300.0,1,2.0,119
CHEMBL409450,2.0198157806145516,6BIO,2.0794415416798357,8000.0,1,0.0,120
CHEMBL1448,2.2764284736231755,NICLOSAMIDE,2.302585092994046,10000.0,1,4.0,121
CHEMBL273019,2.542093515396118,BERGENIN,2.5257286443082556,12500.0,1,-1.0,122
CHEMBL3818247,2.9620254039764404,DALMELITINIB,3.0469955674915323,21052.0,1,2.0,123
CHEMBL704,2.9916009416705682,MESALAMINE,2.995732273553991,20000.0,1,4.0,124
CHEMBL18701,3.858293332551655,RO-201724,3.912023005428146,50000.0,1,0.0,125
CHEMBL4094440,3.880797863006592,BMS-919373,3.912023005428146,50000.0,2,2.0,126
CHEMBL628,4.377126414524882,PENTOXIFYLLINE,4.442651256490317,85000.0,1,4.0,127
